-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  -30.0   Longitude 50.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS50M_MAX             MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN             MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE           MERRA-2 Wind Speed at 50 Meters Range (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1981,101.61,101.47,101.57,101.77,102.16,102.04,102.37,102.26,102.37,102.01,101.78,101.76,101.93
PS,1982,101.49,101.62,101.69,101.85,102.09,102.64,102.54,102.6,102.49,102.08,101.78,101.59,102.04
PS,1983,101.83,101.44,101.78,101.95,102.08,102.42,102.45,102.36,102.4,102.17,101.81,101.61,102.03
PS,1984,101.43,101.51,101.93,102.04,102.16,102.53,102.56,102.37,102.2,102.28,101.83,101.42,102.02
PS,1985,101.65,101.33,101.69,101.93,101.93,102.31,102.35,102.81,102.44,102.42,102.07,101.66,102.05
PS,1986,101.7,101.48,101.92,102.0,102.0,102.22,102.52,102.51,102.28,102.03,102.06,101.72,102.04
PS,1987,101.44,101.64,101.49,101.82,102.01,102.26,102.26,102.63,102.41,101.99,102.15,101.7,101.98
PS,1988,101.5,101.79,101.83,101.77,102.31,102.31,102.38,102.31,102.17,102.1,102.08,101.73,102.02
PS,1989,101.35,101.46,101.75,102.08,102.32,102.42,102.63,102.79,102.28,102.15,101.94,101.85,102.09
PS,1990,101.79,101.63,101.63,101.91,102.12,102.3,102.63,102.66,102.17,101.97,101.96,101.58,102.03
PS,1991,101.79,101.57,101.77,102.22,102.08,102.22,102.53,102.43,102.1,102.07,102.0,101.77,102.05
PS,1992,101.64,101.89,101.71,102.09,102.11,102.34,102.63,102.9,102.5,102.15,101.85,101.76,102.13
PS,1993,101.2,101.5,101.83,102.16,101.84,102.6,103.01,102.65,102.62,102.35,101.89,101.84,102.13
PS,1994,101.61,101.44,101.88,101.76,102.07,102.28,102.65,102.6,102.44,102.2,101.84,101.81,102.05
PS,1995,101.58,101.66,101.82,101.77,102.39,102.13,102.46,102.74,102.4,102.03,101.95,101.64,102.05
PS,1996,101.42,101.87,101.59,101.9,102.26,102.23,102.66,102.25,102.19,102.26,101.76,101.65,102.0
PS,1997,101.75,101.68,101.67,101.8,102.22,102.47,102.76,102.54,102.37,102.32,101.75,101.78,102.1
PS,1998,101.71,101.55,101.85,102.16,102.05,102.38,102.81,102.69,102.45,102.23,102.09,101.68,102.14
PS,1999,101.76,101.61,101.75,102.2,101.94,102.13,102.96,102.63,102.4,102.31,102.01,101.82,102.13
PS,2000,101.44,101.9,101.94,101.96,102.1,102.72,102.7,102.65,102.32,102.19,101.92,101.56,102.12
PS,2001,101.37,101.65,101.76,101.97,102.17,102.63,102.53,102.6,102.0,102.24,102.12,101.51,102.05
PS,2002,101.58,101.63,101.79,102.03,102.2,102.53,102.57,102.96,102.37,102.17,101.84,101.89,102.13
PS,2003,101.6,101.69,101.73,101.73,102.2,102.44,102.63,102.56,102.56,102.05,101.82,101.66,102.06
PS,2004,101.57,101.43,101.74,102.0,102.23,102.95,102.42,102.53,102.15,102.22,102.08,101.6,102.08
PS,2005,101.39,101.42,101.64,101.83,102.33,102.37,102.63,102.57,102.56,102.29,101.95,101.48,102.04
PS,2006,101.77,101.62,101.69,101.87,101.83,102.32,102.81,102.4,102.43,102.38,101.81,101.68,102.05
PS,2007,101.58,101.16,101.34,101.99,102.02,102.23,102.37,102.26,102.43,102.26,101.69,101.6,101.91
PS,2008,101.37,101.64,101.79,101.61,102.17,102.42,102.69,102.34,102.15,102.13,101.78,101.54,101.97
PS,2009,101.44,101.7,101.57,101.91,101.88,102.19,102.68,102.59,102.41,102.16,101.8,101.64,102.0
PS,2010,101.58,101.73,101.8,101.94,102.0,102.4,102.66,102.7,102.01,102.0,101.8,101.41,102.0
PS,2011,101.42,101.42,101.67,101.63,101.93,101.87,102.12,102.41,102.27,101.81,101.66,101.58,101.82
PS,2012,101.53,101.38,101.8,101.83,102.22,102.24,102.23,102.32,102.43,102.01,101.8,101.71,101.96
PS,2013,101.55,101.47,101.82,101.96,102.12,102.35,102.32,102.53,102.1,102.23,101.65,101.74,101.99
PS,2014,101.53,101.31,101.77,101.89,101.92,102.23,102.54,102.3,102.41,101.8,101.71,101.55,101.92
PS,2015,101.59,101.55,101.74,101.74,102.12,102.21,102.46,102.48,102.42,102.18,101.68,101.69,101.99
PS,2016,101.66,101.47,101.8,101.9,102.45,102.68,102.58,102.58,102.53,101.81,101.8,101.66,102.08
PS,2017,101.58,101.61,101.59,102.03,102.27,102.32,102.44,102.44,102.3,101.97,101.8,101.64,102.0
PS,2018,101.39,101.59,101.56,101.97,102.04,102.2,102.83,102.28,102.24,101.99,101.96,101.7,101.98
PS,2019,101.49,101.48,101.56,101.86,102.16,102.69,102.25,102.37,102.35,102.01,101.7,101.72,101.97
PS,2020,101.58,101.81,101.76,102.16,102.15,102.56,102.42,102.17,102.3,102.22,101.82,101.82,102.06
PS,2021,101.5,101.51,101.52,101.99,101.92,102.53,102.74,102.39,102.43,101.97,101.58,101.89,102.0
TS,1981,25.8,25.96,25.29,24.03,22.27,20.77,19.23,19.08,19.88,19.8,21.36,22.89,22.17
TS,1982,24.04,23.72,24.65,23.69,22.1,20.55,19.97,19.32,20.08,20.1,20.74,22.98,21.82
TS,1983,23.77,24.72,26.05,23.85,22.32,21.18,20.49,19.66,19.61,19.83,20.31,22.63,22.02
TS,1984,22.73,23.88,24.1,23.92,22.94,21.65,19.96,19.83,18.73,19.23,21.33,24.02,21.85
TS,1985,24.89,25.66,24.71,24.01,22.47,20.57,19.28,19.63,20.14,20.56,21.49,22.4,22.13
TS,1986,24.92,24.71,25.56,24.33,22.44,20.7,19.37,18.51,18.83,19.88,19.55,23.02,21.8
TS,1987,24.01,24.22,24.33,24.08,22.24,19.85,19.58,18.8,19.0,19.55,22.19,23.22,21.74
TS,1988,24.47,24.56,25.73,24.26,21.61,20.97,20.12,20.06,19.69,21.59,21.38,21.67,22.17
TS,1989,23.59,22.56,23.32,23.11,21.94,20.6,18.8,19.32,20.19,20.55,20.84,22.34,21.43
TS,1990,24.4,24.8,25.06,23.94,22.5,21.58,20.23,19.83,20.56,21.63,22.21,23.32,22.49
TS,1991,24.32,25.03,26.23,23.92,22.85,21.22,20.39,19.42,20.01,19.7,21.01,22.39,22.19
TS,1992,23.48,24.15,24.61,24.28,23.47,20.71,20.2,19.69,19.5,20.35,22.8,24.01,22.26
TS,1993,25.26,25.98,24.04,23.91,22.79,21.56,20.33,19.68,19.37,19.65,20.44,23.01,22.15
TS,1994,23.3,22.87,23.22,22.05,20.95,20.25,18.83,18.98,19.28,19.76,20.59,23.31,21.11
TS,1995,25.16,25.1,23.54,22.76,21.46,19.64,19.41,19.79,20.15,20.83,21.08,22.37,21.76
TS,1996,24.44,24.54,24.97,24.0,22.09,20.61,20.14,19.62,20.2,20.51,22.28,23.44,22.23
TS,1997,24.88,25.76,25.3,23.65,22.19,20.62,19.53,19.44,20.82,21.49,21.37,22.17,22.25
TS,1998,24.26,24.98,24.06,23.59,22.07,21.09,20.28,19.07,19.38,19.37,20.9,24.19,21.92
TS,1999,25.35,25.61,25.5,23.84,22.38,21.47,19.82,19.44,19.44,19.76,21.6,23.15,22.26
TS,2000,24.07,24.12,24.9,24.07,22.58,21.69,20.28,19.83,19.07,19.88,21.93,24.24,22.22
TS,2001,24.69,25.21,25.81,24.08,22.83,21.11,19.6,19.39,20.18,21.29,21.76,22.98,22.4
TS,2002,23.44,25.15,24.22,22.29,21.38,20.0,19.82,19.67,20.09,21.0,21.3,22.25,21.69
TS,2003,24.45,25.68,25.87,24.15,22.77,21.08,20.28,19.77,20.48,20.28,21.12,23.49,22.44
TS,2004,25.6,24.97,25.37,25.29,23.07,20.29,19.95,19.96,20.9,20.98,22.0,23.14,22.62
TS,2005,24.3,25.61,25.09,23.77,22.94,21.58,20.73,20.67,20.55,21.92,22.15,23.8,22.74
TS,2006,25.22,25.55,25.98,24.15,22.53,22.19,20.12,20.0,19.96,20.57,22.65,24.65,22.78
TS,2007,26.32,26.5,25.35,24.33,23.33,21.49,19.85,19.42,19.98,20.21,21.39,22.98,22.58
TS,2008,25.24,25.21,24.99,23.69,22.64,21.16,19.94,19.35,20.14,21.26,21.66,23.14,22.36
TS,2009,23.76,25.33,25.79,24.06,22.4,21.08,19.83,19.18,19.92,20.66,21.11,22.73,22.13
TS,2010,24.1,24.61,24.4,23.98,22.75,21.37,20.1,19.73,19.77,19.89,21.81,23.98,22.19
TS,2011,25.6,24.63,24.3,23.81,22.01,21.94,19.3,19.12,19.97,20.26,21.25,21.48,21.95
TS,2012,23.49,25.37,25.42,24.37,22.84,21.12,20.75,20.85,20.66,21.3,21.19,23.13,22.53
TS,2013,25.04,25.05,25.01,23.56,22.21,20.9,20.09,19.67,20.22,20.46,21.36,22.24,22.14
